[ 2024-12-14 18:15:56,341 ] 20 root - INFO - Initiate the data ingestion
[ 2024-12-14 18:16:02,393 ] 65 root - INFO - Performed train test split on the dataframe
[ 2024-12-14 18:16:02,393 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2024-12-14 18:16:02,393 ] 75 root - INFO - Exporting train and test file path.
[ 2024-12-14 18:16:02,456 ] 84 root - INFO - Exported train and test file path.
[ 2024-12-14 18:16:02,457 ] 22 root - INFO - Data Initiation Completed
[ 2024-12-14 18:16:02,465 ] 26 root - INFO - Initiate the data Validation
[ 2024-12-14 18:16:02,507 ] 32 root - INFO - Required number of columns:2
[ 2024-12-14 18:16:02,508 ] 33 root - INFO - Data frame has columns:31
[ 2024-12-14 18:16:02,508 ] 32 root - INFO - Required number of columns:2
[ 2024-12-14 18:16:02,508 ] 33 root - INFO - Data frame has columns:31
[ 2024-12-14 18:16:02,647 ] 28 root - INFO - data Validation Completed
[ 2024-12-14 18:16:02,648 ] 31 root - INFO - data Transformation started
[ 2024-12-14 18:16:02,648 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2024-12-14 18:16:02,648 ] 65 root - INFO - Starting data transformation
[ 2024-12-14 18:16:02,666 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2024-12-14 18:16:02,666 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-12-14 18:16:02,677 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 18:16:02,680 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 18:16:02,680 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 18:16:02,682 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 18:16:02,684 ] 35 root - INFO - data Transformation completed
[ 2024-12-14 18:16:02,684 ] 37 root - INFO - Model Training stared
