[ 2024-12-14 19:31:15,589 ] 20 root - INFO - Initiate the data ingestion
[ 2024-12-14 19:31:22,020 ] 65 root - INFO - Performed train test split on the dataframe
[ 2024-12-14 19:31:22,020 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2024-12-14 19:31:22,021 ] 75 root - INFO - Exporting train and test file path.
[ 2024-12-14 19:31:22,086 ] 84 root - INFO - Exported train and test file path.
[ 2024-12-14 19:31:22,087 ] 22 root - INFO - Data Initiation Completed
[ 2024-12-14 19:31:22,096 ] 26 root - INFO - Initiate the data Validation
[ 2024-12-14 19:31:22,141 ] 32 root - INFO - Required number of columns:2
[ 2024-12-14 19:31:22,142 ] 33 root - INFO - Data frame has columns:31
[ 2024-12-14 19:31:22,142 ] 32 root - INFO - Required number of columns:2
[ 2024-12-14 19:31:22,142 ] 33 root - INFO - Data frame has columns:31
[ 2024-12-14 19:31:22,288 ] 28 root - INFO - data Validation Completed
[ 2024-12-14 19:31:22,289 ] 31 root - INFO - data Transformation started
[ 2024-12-14 19:31:22,289 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2024-12-14 19:31:22,289 ] 65 root - INFO - Starting data transformation
[ 2024-12-14 19:31:22,307 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2024-12-14 19:31:22,307 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2024-12-14 19:31:22,318 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 19:31:22,321 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 19:31:22,321 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 19:31:22,323 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 19:31:22,324 ] 35 root - INFO - data Transformation completed
[ 2024-12-14 19:31:22,324 ] 37 root - INFO - Model Training stared
[ 2024-12-14 19:34:31,242 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 19:34:31,262 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 19:34:31,262 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2024-12-14 19:34:31,281 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2024-12-14 19:34:31,281 ] 117 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\12_14_2024_19_31_12\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9917974683544304, precision_score=0.9900930044480388, recall_score=0.9935078109149929), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9706000805477245, precision_score=0.9601593625498008, recall_score=0.9812703583061889))
[ 2024-12-14 19:34:31,282 ] 42 root - INFO - Model Training artifact created
